                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     215                                      769                  1.0000000000000000E+000                  1.3100000000000001E-002                  4.6030000000000000E+009                  8.4083385833893582E+007                  5.7510276782339624E+003                  9.8572908721990793E-001                  1.0000944827198697E+000                 -1.4898976604805321E+000                  3.9377369847845428E-001                  1.1581157362537043E-005                  5.9275722343479353E-001                  1.3113441503181197E-005                  3.5631766776608193E-003                  5.4124793020512776E-003                  1.2228642191768760E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  7.0072227818977273E-001                  8.5795919755607018E-004                  2.8522689178636168E-001                  1.7616414224639310E-003                  1.3356607769833650E-003                  5.6268411186873677E-003                  1.2228642191768760E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0009643347673697E+004                  2.3888138303276323E+007                  1.0144775202082561E+010                  9.8558462139201308E-001                  9.8558462139201297E-001                  4.9725388764455474E-044                  2.2857454562689089E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4525963280000000E+017                               "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231025"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                   csound                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                  4.1031385526678860E-005                  3.7601381477644300E+000                 -6.7868528127889896E+000                  4.7937453153059906E+000                  7.3839999999999995E-001                  2.4850000000000003E-001                  1.3100000000000001E-002                  1.0000944827198697E+000                  7.9039885676892614E+005                  2.6674972563369202E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  3.9782432977274171E-005                  3.7610276094606427E+000                 -6.7807605675857774E+000                  4.8007285359877283E+000                  7.3840000000000006E-001                  2.4849999999999997E-001                  1.3100000000000001E-002                  1.0000916066327679E+000                  7.9113421790523210E+005                  2.7051953067563634E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                  3.8242974816091500E-005                  3.7620339117248984E+000                 -6.7741389348386898E+000                  4.8083583158618932E+000                  7.3840000000000006E-001                  2.4849999999999997E-001                  1.3100000000000001E-002                  1.0000880615809167E+000                  7.9196485656647442E+005                  2.7467737239275791E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                  3.6726794546247813E-005                  3.7635700391600526E+000                 -6.7644788729896481E+000                  4.8195575513411351E+000                  7.3839999999999995E-001                  2.4850000000000003E-001                  1.3100000000000001E-002                  1.0000845701454888E+000                  7.9323000303422753E+005                  2.8085800922762096E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                  3.3761092631934273E-005                  3.7667558440744537E+000                 -6.7461036657359488E+000                  4.8411257522404272E+000                  7.3839999999999995E-001                  2.4850000000000003E-001                  1.3100000000000001E-002                  1.0000777408102777E+000                  7.9584114928465511E+005                  2.9300126503968239E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999998900002E-001                  2.8075244402803390E-005                  3.7704827900374189E+000                 -6.7276227142437577E+000                  4.8633436513641319E+000                  7.3840000000000006E-001                  2.4849999999999997E-001                  1.3100000000000001E-002                  1.0000646477288184E+000                  7.9886856484327000E+005                  3.0574412822190384E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998587508E-001                  2.4669532036108902E-005                  3.7734859777956977E+000                 -6.7142851695877939E+000                  4.8796934025812204E+000                  7.3840000000000006E-001                  2.4849999999999997E-001                  1.3100000000000001E-002                  1.0000568053100780E+000                  8.0128469819785783E+005                  3.1528355078778080E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998275013E-001                  2.1366745660416796E-005                  3.7766399172121221E+000                 -6.7016925343114835E+000                  4.8954503767501540E+000                  7.3839999999999995E-001                  2.4850000000000008E-001                  1.3100000000000001E-002                  1.0000491999603218E+000                  8.0379633503277437E+005                  3.2456325923512094E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999997962519E-001                  1.8158278370545335E-005                  3.7799564581723519E+000                 -6.6898153202374333E+000                  4.9106560609083587E+000                  7.3839999999999995E-001                  2.4850000000000003E-001                  1.3100000000000001E-002                  1.0000418118551817E+000                  8.0640607711210626E+005                  3.3356597321954707E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  9.9999999997650024E-001                  1.5036299944766852E-005                  3.7834492874551153E+000                 -6.6786301321092409E+000                  4.9253477337620319E+000                  7.3839999999999995E-001                  2.4850000000000008E-001                  1.3100000000000001E-002                  1.0000346229594674E+000                  8.0911646392832114E+005                  3.4227238883543819E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  9.9999999997337530E-001                  1.1993636221896464E-005                  3.7871344482841369E+000                 -6.6681196632772437E+000                  4.9395590163109819E+000                  7.3839999999999995E-001                  2.4850000000000008E-001                  1.3100000000000001E-002                  1.0000276167493107E+000                  8.1192961604029255E+005                  3.5066064764519492E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  9.9999999997025035E-001                  9.0236631856382565E-006                  3.7910307976816822E+000                 -6.6582727009052221E+000                  4.9533203352655208E+000                  7.3840000000000006E-001                  2.4849999999999997E-001                  1.3100000000000001E-002                  1.0000207779681944E+000                  8.1484715007464413E+005                  3.5870583708845705E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
